camera,0,100,1.0
diag,0,100,0.2
battery,0,100,0.2
usbline,0,100,0.2
usbdot,0,100,0.2
camera,100,200,1.0
diag,100,200,0.2
battery,100,200,0.2
usbline,100,200,0.2
usbdot,100,200,0.2
camera,200,300,1.0
diag,200,300,0.2
battery,200,300,0.2
usbline,200,300,0.2
usbdot,200,300,0.2
